"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"48","FounderFuel","TattooHero","50,000","seed","2014-04-01","Details",""
"49","FounderFuel","Mejuri","50,000","seed","2014-12-01","Details",""
"50","Polytech Ventures","Seevibes","1,000,000","seed","2014-05-26","Details",""
"51","FounderFuel","Openera","250,000","seed","2012-12-07","Details","Exited"
"52","FounderFuel","Instagrad","50,000","seed","2013-07-01","Details",""
"53","BDC Venture Capital","MyCustomizer","250,000","convertible_note","2012-11-01","Details",""
"54","Real Ventures","Listn","500,000","seed","2013-11-05","Details",""
"55","Real Ventures","Playerize","1,000,000","venture","2012-01-04","Details","Exited"
"56","Innovacorp","PACTA","300,000","undisclosed","2015-09-15","Details",""
"57","iNovia Capital","ooomf","2,100,000","undisclosed","2014-04-10","Details",""
"58","Real Ventures","Seevibes","200,000","seed","2012-02-28","Details",""
"59","Scott Lake","Guides","500,000","seed","2014-04-24","Details",""
"60","Real Ventures","Oohlala","4,000,000","venture","2017-01-25","Details",""
"61","Osman Rashid","Oohlala","4,000,000","venture","2017-01-25","Details",""
"62","FounderFuel","Vain Pursuits","50,000","seed","2014-04-01","Details",""
"63","Y Combinator","Sharethebus","120,000","seed","2015-11-21","Details",""
"64","BDC IT Venture Fund","Flatbook","10,000,000","venture","2016-09-21","Details",""
"65","BDC IT Venture Fund","Flatbook","32,000,000","venture","2017-03-15","Details",""
"66","Philip A. Cutler","GradeSlam","1,600,000","seed","2016-08-25","Details",""
"67","China Canada Angel Alliance","Mosaic","1,500,000","seed","2016-08-14","Details",""
"68","FounderFuel","PlayerTakesAll","22,000","seed","2011-08-01","Details","Dead"
"69","Yaletown Partners","Login Radius","1,300,000","venture","2014-02-12","Details",""
"70","FounderFuel","Vanhawks","","undisclosed","2014-03-01","Details","Exited"
"71","Accelerate Ventures","Login Radius","1,300,000","venture","2014-02-12","Details",""
"72","FundersClub","Oohlala","4,000,000","venture","2017-01-25","Details",""
"73","Real Ventures","The Transit App","2,400,000","seed","2015-12-23","Details",""
"74","Accomplice","The Transit App","2,400,000","seed","2015-12-23","Details",""
"75","Southern Ontario Angel Network","Mosaic","1,500,000","seed","2016-08-14","Details",""
"76","BDC Venture Capital","Flatbook","10,000,000","venture","2016-09-21","Details",""
"77","BDC Venture Capital","Flatbook","32,000,000","venture","2017-03-15","Details",""
"78","Y Combinator","Oohlala","4,000,000","venture","2017-01-25","Details",""
"79","Jackson Square Ventures","Sharethebus","5,000,000","venture","2017-04-05","Details",""
"80","Eric Green","Login Radius","1,337,501","seed","2016-09-02","Details",""
"81","Yaletown Ventures","Login Radius","1,337,501","seed","2016-09-02","Details",""
"82","BDC IT Venture Fund","Flatbook","","debt_financing","2015-02-01","Details",""
"83","Brenda Irwin","Vanhawks","1,600,000","seed","2015-03-04","Details","Exited"
"84","FounderFuel","Kiwi Wearables","50,000","seed","2014-04-01","Details",""
"85","Accelerate Ventures","Login Radius","1,337,501","seed","2016-09-02","Details",""
"86","BDC Venture Capital","Login Radius","1,337,501","seed","2016-09-02","Details",""
"87","Joel Auge","Seevibes","200,000","seed","2012-02-28","Details",""
"88","Joe Montana","Oohlala","4,000,000","venture","2017-01-25","Details",""
"89","Accomplice","The Transit App","2,400,000","seed","2016-09-21","Details",""
"90","Y Combinator","Vanhawks","1,600,000","seed","2015-03-04","Details","Exited"
"91","Accel","The Transit App","2,400,000","seed","2016-09-21","Details",""
"92","Real Ventures","Flatbook","32,000,000","venture","2017-03-15","Details",""
"93","Graph Ventures","OpenCare","1,500,000","seed","2013-08-29","Details",""
"94","Ontario Centres of Excellence","Mosaic","1,500,000","seed","2016-08-14","Details",""
"95","Microsoft Accelerator Seattle","Login Radius","","non_equity_assistance","2016-12-16","Details",""
"96","Bryan Freeman","Seevibes","1,000,000","seed","2014-05-26","Details",""
"97","GoAhead Ventures","Oohlala","4,000,000","venture","2017-01-25","Details",""
"98","Real Ventures","GradeSlam","1,600,000","seed","2016-08-25","Details",""
"99","Anges Quebec","GradeSlam","1,600,000","seed","2016-08-25","Details",""
"100","Business Development Bank of Canada","Mosaic","1,500,000","seed","2016-08-14","Details",""
"101","Thayer Ventures","Flatbook","32,000,000","venture","2017-03-15","Details",""
"102","Accelerate Fund","Login Radius","1,300,000","venture","2014-02-12","Details",""
"103","Techstars","Mosaic","1,500,000","seed","2016-08-14","Details",""
"104","Hedgewood","Vanhawks","1,600,000","seed","2015-03-04","Details","Exited"
"105","Real Ventures","ooomf","500,000","seed","2012-09-05","Details",""
"106","Andrew Levy","Oohlala","4,000,000","venture","2017-01-25","Details",""
"107","Real Ventures","The Transit App","2,400,000","seed","2016-09-21","Details",""
"108","Plug & Play Ventures","Second Funnel","","seed","2012-10-01","Details",""
"109","FounderFuel","Flatbook","","seed","2014-01-01","Details",""
"110","Real Ventures","Login Radius","1,337,501","seed","2016-09-02","Details",""
"111","FounderFuel","Second Funnel","","seed","2012-10-01","Details",""
"112","VTF Capital (fka VegasTechFund)","Zora","25,000","convertible_note","2015-04-07","Details",""
"113","FounderFuel","Xpertsea","1,250,000","seed","2015-05-08","Details",""
"114","Real Ventures","Flatbook","10,000,000","venture","2016-09-21","Details",""
"115","Spark Capital","Flatbook","32,000,000","venture","2017-03-15","Details",""
"116","FounderFuel","Truth","50,000","seed","2014-04-01","Details","Exited"
"117","University Ventures","Oohlala","4,000,000","venture","2017-01-25","Details",""
"118","FounderFuel","DoBundle","50,000","seed","2014-04-01","Details",""
"119","FounderFuel","Oohlala","","seed","2012-03-09","Details",""
"120","RadicApps","MotorLeaf","","seed","2016-02-15","Details",""
"121","Real Ventures","PACTA","300,000","undisclosed","2015-09-15","Details",""
"122","Real Ventures","ooomf","2,100,000","undisclosed","2014-04-10","Details",""
"123","Naveen Jain","Vuru","1,000,000","seed","2015-04-29","Details",""
"124","Real Ventures","MotorLeaf","100,000","angel","2016-05-27","Details",""
"125","FounderFuel","CrowdMedia","50,000","seed","2013-04-01","Details",""
"126","FounderFuel","Seamless Planet","50,000","seed","2014-12-01","Details",""
"127","FounderFuel","Urbita","650,000","seed","2013-01-01","Details","Dead"
"128","Prolific Venture Capital","Openera","250,000","seed","2012-12-07","Details","Exited"
"129","FounderFuel","Wavo","","seed","2012-12-23","Details",""
"130","BDC Venture Capital","PACTA","300,000","undisclosed","2015-09-15","Details",""
"131","BDC Venture Capital","The Transit App","2,400,000","seed","2016-09-21","Details",""
"132","BDC Venture Capital","Openera","250,000","seed","2012-12-07","Details","Exited"
"133","FounderFuel","ReelyActive","22,000","seed","2012-12-01","Details",""
"134","Real Ventures","Urbita","650,000","seed","2013-01-01","Details","Dead"
"135","SAIF Partners","Notesolution","1,600,000","venture","2013-10-21","Details",""
"136","FounderFuel","Epilogger","50,000","seed","2012-05-01","Details",""
"137","Real Ventures","ooomf","2,100,000","seed","2013-12-17","Details",""
"138","FundersClub","Vanhawks","","undisclosed","2014-03-01","Details","Exited"
"139","FounderFuel","Redtree Robotics","104,000","seed","2014-09-01","Details",""
"140","Fred Destin","ooomf","2,100,000","undisclosed","2014-04-10","Details",""
"141","FounderFuel","Playerize","1,000,000","venture","2012-01-04","Details","Exited"
"142","Real Ventures","Wavo","","seed","2012-12-23","Details",""
"143","Atlas Venture","ooomf","2,100,000","seed","2013-12-17","Details",""
"144","FounderFuel","Sharethebus","50,000","seed","2015-05-07","Details",""
"145","FounderFuel","Vuru","1,000,000","seed","2015-04-29","Details",""
"146","Audry Larocque","Seevibes","200,000","seed","2012-02-28","Details",""
"147","Bryan Freeman","Seevibes","200,000","seed","2012-02-28","Details",""
"148","Sony Mordechai","Vuru","1,000,000","seed","2015-04-29","Details",""
"149","BDC Venture Capital","Listn","500,000","seed","2013-11-05","Details",""
"150","Plug & Play Ventures","Second Funnel","","convertible_note","2013-10-22","Details",""
"151","BDC Venture Capital","ooomf","500,000","seed","2012-09-05","Details",""
