"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"43","Clayton Associates","MediQuire","4,000,000","venture","2016-04-04","Details",""
"44","Blueprint Health","HealthyOut","1,200,000","seed","2013-01-14","Details","Exited"
"45","Eideard Venture Capital","OhMD","1,200,000","seed","2017-03-02","Details",""
"46","Launchpad Digital Health","Decisive Health","","venture","2016-03-10","Details",""
"47","John Martinson","EMBI","","venture","2017-01-09","Details",""
"48","Blueprint Health","Stirplate","20,000","seed","2014-07-14","Details",""
"49","ForgeHealth","Moving Analytics","1,100,000","seed","2016-06-01","Details",""
"50","Blueprint Health","MedPilot","20,000","seed","2015-07-01","Details",""
"51","DeNA","NexHealth","2,150,000","seed","2016-09-09","Details",""
"52","Red Bear Angels","Twiage","1,250,000","seed","2016-02-01","Details",""
"53","Carl Byers","ProcuredHealth","1,100,000","seed","2012-08-03","Details",""
"54","Blueprint Health","StaffInsight","20,000","seed","2013-09-26","Details",""
"55","Stanley Park Ventures.","Blue Mesa Health","640,000","convertible_note","2017-05-01","Details",""
"56","Blueprint Health","Luminate Health","20,000","seed","2013-01-01","Details",""
"57","Bessemer Venture Partners","ProcuredHealth","1,100,000","seed","2012-08-03","Details",""
"58","Hudson River Capital Partners","MedPilot","750,000","seed","2016-04-06","Details",""
"59","Blueprint Health","Sparkite","20,000","seed","2016-05-01","Details",""
"60","Jeffrey Parker","Twiage","1,250,000","seed","2016-02-01","Details",""
"61","HealthX Ventures","Moving Analytics","1,400,000","seed","2016-06-01","Details",""
"62","Great Oaks Venture Capital","MediQuire","","seed","2015-05-05","Details",""
"63","Blueprint Health","Limestone Labs","20,000","seed","2015-02-05","Details",""
"64","Tom Hirschfeld","MedPilot","750,000","seed","2016-04-06","Details",""
"65","KEC Ventures","Luminate Health","1,000,000","seed","2013-10-08","Details",""
"66","Blueprint Health","TapGenes","20,000","seed","2015-02-05","Details",""
"67","Zach Weinberg","Meddik","750,000","seed","2012-05-24","Details",""
"68","DreamIt Ventures","InquisitHealth","","seed","2016-03-15","Details",""
"69","General Catalyst Partners","aidin","600,000","venture","2012-06-16","Details",""
"70","Blueprint Health","aidin","20,000","seed","2012-03-29","Details",""
"71","FLOODGATE","EnHatch","","seed","2016-03-07","Details",""
"72","Blueprint Health","Position Health","20,000","seed","2015-07-01","Details",""
"73","Blueprint Health","GeriJoy","20,000","seed","2012-07-19","Details",""
"74","Blueprint Health","BoardVitals","20,000","seed","2013-09-26","Details",""
"75","FCA Venture Partners","ProcuredHealth","4,000,000","venture","2014-03-20","Details",""
"76","Kapor Capital","Healthify","2,500,000","seed","2016-05-17","Details",""
"77","Bradley C. Harrison","HealthyOut","1,200,000","seed","2013-01-14","Details","Exited"
"78","Volcano Capital","MediQuire","4,000,000","venture","2016-04-04","Details",""
"79","StartCaps Ventures","Nurep","1,700,000","seed","2015-01-28","Details",""
"80","Chicago Ventures","CredSimple","2,000,000","seed","2016-11-24","Details",""
"81","Silicon Badia","ProcuredHealth","1,100,000","seed","2012-08-03","Details",""
"82","Blueprint Health","AdhereTech","600,000","seed","2011-07-19","Details",""
"83","Zimmerman Ventures","ProcuredHealth","1,100,000","seed","2012-08-03","Details",""
"84","Hudson River Capital Partners","InquisitHealth","597,001","seed","2013-01-29","Details",""
"85","Howard Goldstein","EMBI","","venture","2017-01-09","Details",""
"86","iSeed Ventures","NexHealth","2,150,000","seed","2016-09-09","Details",""
"87","Blueprint Health","MedPilot","750,000","seed","2016-04-06","Details",""
"88","Beta Operators Fund","EMBI","","venture","2017-01-09","Details",""
"89","Red Swan Ventures","aidin","600,000","venture","2012-06-16","Details",""
"90","Blueprint Health","Healthify","20,000","seed","2013-09-26","Details",""
"91","Blueprint Health","DaisyBill","20,000","seed","2012-07-19","Details",""
"92","Blueprint Health","DocDelta","20,000","seed","2015-07-01","Details",""
"93","Waterline Ventures","RubiconMD","4,000,000","venture","2016-06-01","Details",""
"94","SeedInvest","Healthify","500,000","seed","2014-05-14","Details",""
"95","500 Startups","HealthyOut","1,200,000","seed","2013-01-14","Details","Exited"
"96","MultiPlan","DocASAP","800,000","seed","2013-09-05","Details",""
"97","Blue Cross Blue Shield","Healthify","2,500,000","seed","2016-05-17","Details",""
"98","Mobio Technologies","Blue Mesa Health","325,000","convertible_note","2016-09-27","Details",""
"99","Blueprint Health","SymCat","20,000","seed","2012-03-29","Details",""
"100","Blueprint Health","Blue Mesa Health","640,000","convertible_note","2017-05-01","Details",""
"101","Blueprint Health","DocASAP","","seed","2013-09-05","Details",""
"102","Band of Angels","aidin","600,000","venture","2012-06-16","Details",""
"103","HLM Venture Partners","aidin","600,000","venture","2012-06-16","Details",""
"104","BlueCross BlueShield Venture Partners","Healthify","6,500,000","venture","2017-07-11","Details",""
"105","Visionnaire Ventures","EnHatch","","seed","2016-03-07","Details",""
"106","StartUp Health","DocDelta","","venture","2016-02-09","Details",""
"107","Primary Venture Partners","Healthify","2,500,000","seed","2016-05-17","Details",""
"108","Blueprint Health","Keona Health","2,585,000","venture","2014-03-31","Details",""
"109","Kevin Mahaffey","CredSimple","2,738,150","seed","2015-07-02","Details",""
"110","Acumen","Healthify","2,500,000","seed","2016-05-17","Details",""
"111","Blueprint Health","Needl","20,000","seed","2012-03-29","Details",""
"112","Blueprint Health","TweeQ","20,000","seed","2016-05-01","Details",""
"113","Primary Venture Partners","Healthify","6,500,000","venture","2017-07-11","Details",""
"114","Blueprint Health","RubiconMD","20,000","seed","2014-01-01","Details",""
"115","Launchpad Digital Health","Moving Analytics","1,100,000","seed","2016-06-01","Details",""
"116","Heritage Group","ProcuredHealth","10,000,000","venture","2016-06-14","Details",""
"117","Charlie Songhurst","aidin","600,000","venture","2012-06-16","Details",""
"118","Blueprint Health","ProcuredHealth","1,100,000","seed","2012-08-03","Details",""
"119","F-Prime Capital Partners","ProcuredHealth","1,100,000","seed","2012-08-03","Details",""
"120","Blueprint Health","EnHatch","20,000","seed","2012-07-19","Details",""
"121","Blueprint Health","Twiage","20,000","seed","2014-01-01","Details",""
"122","Blueprint Health","Genterpret","20,000","seed","2013-09-26","Details",""
"123","Scout Ventures","HealthyOut","1,200,000","seed","2013-01-14","Details","Exited"
"124","Blueprint Health","iMedicare","400,000","seed","2013-09-07","Details",""
"125","Jump Capital","ProcuredHealth","4,000,000","venture","2014-03-20","Details",""
"126","New York Digital Health Accelerator","AllazoHealth","100,000","convertible_note","2014-07-22","Details",""
"127","Blueprint Health","AllazoHealth","20,000","seed","2012-07-19","Details",""
"128","AltaIR Capital","EnHatch","","seed","2014-08-07","Details",""
"129","Milestone Venture Partners","Healthify","2,500,000","seed","2016-05-17","Details",""
"130","Waterline Ventures","RubiconMD","1,300,000","seed","2014-12-22","Details",""
"131","Health Insight Capital","ProcuredHealth","10,000,000","venture","2016-06-14","Details",""
"132","Founder Collective","Meddik","750,000","seed","2012-05-24","Details",""
"133","Life Sciences Angel Network","Twiage","1,250,000","seed","2016-02-01","Details",""
"134","Blueprint Health","iMedicare","20,000","seed","2013-01-01","Details",""
"135","Pallasite Ventures","Blue Mesa Health","640,000","convertible_note","2017-05-01","Details",""
"136","Blueprint Health","GlucoIQ","20,000","seed","2015-02-05","Details",""
"137","Blueprint Health","Decisive Health","20,000","seed","2014-01-01","Details",""
"138","Alchemist Accelerator","PathDrugomics","28,000","seed","2013-07-10","Details",""
"139","Flaviu Simihaian","ProofPilot","1,850,000","seed","2016-05-10","Details",""
"140","Oxeon","RubiconMD","1,300,000","seed","2014-12-22","Details",""
"141","500 Startups","SimplifiMed","","seed","2016-02-01","Details",""
"142","USC Viterbi Startup Garage","Moving Analytics","20,000","seed","2013-05-01","Details",""
"143","Episode 1","Touch Surgery","1,000,000","seed","2014-05-19","Details",""
"144","Blueprint Health","HRS","20,000","seed","2012-07-19","Details",""
"145","Valence Ventures","iMedicare","400,000","seed","2013-09-07","Details",""
"146","Tigerlabs","CredSimple","2,738,150","seed","2015-07-02","Details",""
"147","The Wallace H. Coulter Foundation","Moving Analytics","25,000","seed","2015-02-01","Details",""
"148","Blueprint Health","Nurep","1,700,000","seed","2015-01-28","Details",""
"149","Blueprint Health","PatientPrep","20,000","seed","2016-05-01","Details",""
"150","Stanford University","Moving Analytics","1,400,000","seed","2016-06-01","Details",""
"151","National Science Foundation","Moving Analytics","50,000","seed","2013-06-01","Details",""
"152","Primary Ventures","CredSimple","2,000,000","seed","2016-11-24","Details",""
"153","Blueprint Health","Moving Analytics","20,000","seed","2015-02-05","Details",""
"154","BR Ventures","ProofPilot","1,850,000","seed","2016-05-10","Details",""
"155","Peter Hotz","ProofPilot","1,850,000","seed","2016-05-10","Details",""
"156","Blueprint Health","ProofPilot","20,000","seed","2014-01-01","Details",""
"157","Brooklyn Bridge Ventures","ProofPilot","1,850,000","seed","2016-05-10","Details",""
"158","California HealthCare Foundation","RubiconMD","750,000","seed","2016-09-22","Details",""
"159","Launchpad Digital Health","Moving Analytics","1,400,000","seed","2016-06-01","Details",""
"160","Esther Dyson","ProofPilot","1,850,000","seed","2016-05-10","Details",""
"161","Blueprint Health","Hedway","20,000","seed","2014-07-01","Details","Dead"
"162","Blueprint Health","CredSimple","20,000","seed","2013-09-26","Details",""
"163","DreamIt Ventures","PadInMotion","","venture","2016-09-16","Details",""
"164","Blueprint Health","SimplifiMed","","seed","2016-02-01","Details",""
"165","Blueprint Health","Artemis","","seed","2013-09-26","Details",""
"166","Blueprint Health","OhMD","20,000","seed","2014-07-01","Details",""
"167","DreamIt Ventures","Decisive Health","50,000","seed","2015-05-15","Details",""
"168","Silicon Badia","Meddik","750,000","seed","2012-05-24","Details",""
"169","Collaborative Fund","Meddik","750,000","seed","2012-05-24","Details",""
