"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"46","DreamIt Ventures","Wellth","2,000,000","seed","2016-05-25","Details",""
"47","New York Digital Health Accelerator","CipherHealth","","venture","2012-10-15","Details",""
"48","HLM Venture Partners","aidin","600,000","venture","2012-06-16","Details",""
"49","m8 Capital","noom","2,800,000,000","venture","2012-12-18","Details",""
"50","Qualcomm Ventures","noom","","seed","2011-12-01","Details",""
"51","JMI Equity","Cureatr","5,700,000","venture","2013-10-23","Details",""
"52","JMI Services","Cureatr","13,000,000","venture","2015-06-25","Details",""
"53","Cardinal Partners","Cureatr","5,700,000","venture","2013-10-23","Details",""
"54","1776 Ventures","Dorsata","1,100,000","seed","2016-01-21","Details",""
"55","Kima Ventures","Covertix","1,000,000","angel","2011-01-12","Details",""
"56","Healthbox","iQuartic","","seed","2012-08-15","Details",""
"57","Milestone Venture Partners","Cureatr","13,000,000","venture","2015-06-25","Details",""
"58","RRE Ventures","noom","15,000,000","venture","2015-01-10","Details",""
"59","1776 Ventures","Dorsata","1,000,000","convertible_note","2014-12-10","Details",""
"60","Scrum Ventures","noom","15,000,000","venture","2015-01-10","Details",""
"61","Kima Ventures","Covertix","246,029","seed","2010-09-01","Details",""
"62","OurCrowd","Covertix","3,800,000","venture","2014-04-01","Details",""
"63","Maayan Ventures","Covertix","","angel","2012-01-01","Details",""
"64","Winnovation","Covertix","3,800,000","venture","2014-04-01","Details",""
"65","Translink Capital","noom","15,000,000","venture","2015-01-10","Details",""
"66","Scrum Ventures","noom","7,000,000","venture","2014-02-04","Details",""
"67","New York Digital Health Accelerator","AllazoHealth","100,000","convertible_note","2014-07-22","Details",""
"68","JTI","Covertix","3,800,000","venture","2014-04-01","Details",""
"69","New York Digital Health Accelerator","Covertix","3,000,000","venture","2014-07-22","Details",""
"70","Partnership Fund for New York City","Dorsata","1,100,000","seed","2016-01-21","Details",""
"71","KohFounders","Wellth","400,000","angel","2014-10-31","Details",""
"72","Translink Capital","noom","16,149,899","venture","2015-04-01","Details",""
"73","Merck Global Health Innovation Fund","MedCPU","9,300,000","venture","2014-05-29","Details",""
"74","New York Digital Health Accelerator","noom","","venture","2014-07-22","Details",""
"75","Harbor Pacific Capital","noom","2,800,000,000","venture","2012-12-18","Details",""
"76","Office of the Chief Scientist of Israel - OCS","Covertix","","angel","2012-01-01","Details",""
"77","National Institutes of Health","noom","","grant","2013-10-22","Details",""
"78","Recruit Strategic Partners","noom","7,000,000","venture","2014-02-04","Details",""
"79","Merck Global Health Innovation Fund","MedCPU","5,000,000","venture","2015-07-14","Details",""
"80","InterVest","noom","15,000,000","venture","2015-01-10","Details",""
"81","Milestone Venture Partners","Cureatr","5,700,000","venture","2013-10-23","Details",""
"82","Cardinal Partners","Cureatr","13,000,000","venture","2015-06-25","Details",""
"83","NRV","MedCPU","9,300,000","venture","2014-05-29","Details",""
